
1,3.859,3.401,3.145,3.518,0.249,7.35
2,22.42,19.852,11.548,13.439,0.758,10.44
3,17.393,14.346,14.569,14.391,0.627,3.716
4,31.554,32,30.93,29.031,1.259,6.309
5,15.888,16.783,16.365,14.864,0.927,2.494
6,32.084,31.98,32.855,31.029,1.854,4.566
7,38.913,34.834,32.822,30.447,1.851,4.565
8,12.828,12.87,21.524,38.513,1.598,2.681
9,28.86,28.691,47.027,81.879,3.36,5.301
10,28.821,28.852,47.338,82.443,3.367,5.313
11,17.228,13.778,30.841,51.749,1.673,1.83
12,17.486,14.2,30.873,51.655,1.671,1.841
13,15.085,13.798,41.03,51.751,1.533,1.822



1,0.558,1.103,1.11,1.319,0.124,4.492
2,15.356,15.045,14.371,15.747,1.659,9.461
3,17.73,14.506,13.952,14.738,1.19,3.467
4,30.918,31.393,30.87,29.995,2.952,5.858
5,15.575,18.112,15.442,15.445,1.436,2.408
6,35.711,32.184,32.897,33.21,3.509,4.451
7,38.215,32.319,31.916,34.334,3.294,4.441
8,12.728,12.895,21.565,38.802,2.405,2.67
9,29.122,29.034,47.167,83.25,5.169,5.308
10,28.842,28.834,47.457,83.091,5.17,5.293
11,16.251,13.583,26.212,51.661,3.026,1.825
12,15.905,13.798,26.162,51.814,3.038,1.832
13,15.841,13.381,26.215,51.829,3.031,1.836



1,0.565,1.098,1.031,1.303,0.275,3.976
2,22.3,15.067,14.678,16.023,3.87,9.141
3,17.641,13.753,13.854,14.913,3.422,3.267
4,32.323,31.924,31.099,29.97,7.812,5.81
5,17.803,18.422,15.699,16.162,5.079,2.444
6,39.292,38.117,31.264,35.263,9.428,4.403
7,38.683,37.258,32.381,34.497,9.642,4.38
8,12.802,12.822,21.78,27.227,4.819,2.617
9,30.854,28.973,47.332,76.189,10.549,5.188
10,29.079,28.879,47.602,76.165,10.514,5.176
11,17.975,13.747,43.004,51.752,4.793,1.807
12,17.857,13.762,36.673,51.752,4.777,1.807
13,16.866,13.73,40.14,51.755,4.764,1.806



1,0.86,1.101,1.025,1.317,0.501,4.344
2,24.344,15.304,14.655,15.49,7.676,9.493
3,15.524,14.389,13.259,13.782,7.328,3.301
4,31.277,30.839,31.115,28.129,15.599,5.882
5,18.429,18.808,15.825,15.388,8.943,2.447
6,39.68,39.117,32.76,34.783,20.013,4.505
7,39.842,39.63,32.839,32.884,19.441,4.498
8,12.674,12.99,22.163,38.501,7.989,2.656
9,29.008,29.196,47.412,82.797,17.458,5.219
10,28.968,29.102,47.376,82.898,17.513,5.198
11,18.451,13.963,30.83,51.625,8.227,1.809
12,17.219,14.037,30.821,51.744,8.241,1.804
13,17.104,13.78,30.847,51.752,8.177,1.821
