
1,4.628,1.826,1.881,2.556,0.261,8.332
2,116.691,58.07,52.96,64.386,5.894,20.228
3,63.393,30.943,31.31,39.047,3.269,7.777
4,141.569,74.844,69.921,90.456,7.062,11.022
5,78.652,39.37,37.59,35.937,3.933,4.933
6,169.007,105.64,107.94,113.68,8.518,8.6
7,167.242,106.247,107.54,112.32,8.512,8.574
8,116.275,56.862,113.612,119.902,8.465,5.678
9,597.918,226.565,309.105,371.923,47.69,10.645
10,602.667,226.159,309.498,353.056,50.405,10.392
11,160.606,61.987,86.85,151.835,20.133,4.519
12,159.239,61.974,86.716,150.711,20.142,4.491
13,159.81,61.957,86.355,152.062,20.139,4.511

1,4.634,2.034,2.103,2.77,0.522,9.4
2,112.343,54.752,52.9,57.78,11.419,19.355
3,64.103,34.282,28.012,39.332,6.396,7.441
4,140.548,76.873,71.933,91.832,13.901,10.808
5,76.325,35.5,33.981,35.985,7.882,4.883
6,167.875,105.947,109.123,114.333,17.29,8.772
7,171.47,106.015,107.608,114.028,17.294,8.69
8,123.879,59.861,114.783,120.561,14.968,5.682
9,605.516,226.194,307.413,375.846,80.114,10.469
10,604.162,226.31,306.432,379.652,79.818,10.389
11,160.765,61.827,86.753,147.961,30.224,4.518
12,159.389,61.874,87.288,149.512,30.143,4.507
13,158.22,61.848,86.745,148.977,29.61,4.49

1,4.628,2.032,2.084,2.767,1.346,9.585
2,111.765,53.559,53.203,59.704,28.418,19.249
3,64.718,33.972,28.037,37.313,17.202,7.443
4,142.398,83.451,81.726,88.176,39.596,10.876
5,77.697,37.376,36.716,36.029,20.793,4.912
6,167.263,106.322,107.801,114.656,45.429,8.76
7,165.528,105.986,108.382,114.168,45.452,8.735
8,124.218,60.029,113.055,114.67,37.149,5.665
9,611.702,231.542,310.075,366.584,185.561,10.401
10,606.093,226.28,309.44,368.851,185.475,10.344
11,159.352,61.948,92.035,149.996,58.325,4.52
12,160.287,61.943,86.795,150.529,58.915,4.508
13,161.151,61.961,86.75,150.15,58.381,4.517

1,4.641,2.031,2.077,2.767,2.558,9.393
2,112.011,51.336,53.763,59.671,54.542,19.438
3,63.667,34.475,28.012,37.806,32.383,7.434
4,141.895,75.014,70.308,90.417,71.376,10.85
5,76.396,38.586,34.1,35.989,38.635,4.886
6,166.431,105.826,107.421,114.84,83.466,8.783
7,166.074,105.99,108.448,114.516,83.457,8.748
8,124.035,59.965,113.149,114.727,63.627,5.697
9,601.287,226.277,307.622,368.315,307.707,10.418
10,597.918,226.658,305.966,370.606,310.236,10.277
11,159.266,61.957,86.729,154.176,94.752,4.507
12,159.992,61.981,87.433,152.225,94.972,4.506
13,159.726,61.964,86.739,154.019,94.661,4.513
